name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,new_column,total_sales
World Series of Poker,PS2,2005,Misc,0.39,0.01,0.0,0.06,46.0,8.2,E10+,World Series of Poker_PS2_Misc_2005,0.46
Inazuma Eleven Go 2: Chrono Stone,3DS,2012,Role-Playing,0.0,0.01,0.46,0.0,,,,Inazuma Eleven Go 2: Chrono Stone_3DS_Role-Playing_2012,0.47000000000000003
NHL 97,PS,1996,Sports,0.26,0.18,0.0,0.03,,,,NHL 97_PS_Sports_1996,0.47
Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Role-Playing,0.12,0.06,0.27,0.02,75.0,7.3,E10+,Final Fantasy Crystal Chronicles: Echoes of Time_DS_Role-Playing_2009,0.47000000000000003
Rise of Nightmares,X360,2011,Action,0.28,0.13,0.01,0.04,54.0,7.8,M,Rise of Nightmares_X360_Action_2011,0.46
EA Sports UFC,XOne,2014,Sports,0.3,0.12,0.0,0.04,70.0,6.3,T,EA Sports UFC_XOne_Sports_2014,0.45999999999999996
Kong: The 8th Wonder of the World,GBA,2005,Action,0.33,0.12,0.0,0.01,59.0,,E10+,Kong: The 8th Wonder of the World_GBA_Action_2005,0.46
Spider-Man 3,DS,2007,Platform,0.41,0.02,0.0,0.04,79.0,6.5,E10+,Spider-Man 3_DS_Platform_2007,0.47
Dead or Alive 4,X360,2005,Fighting,0.3,0.03,0.1,0.03,85.0,8.2,M,Dead or Alive 4_X360_Fighting_2005,0.45999999999999996
Godzilla: Save the Earth,PS2,2004,Fighting,0.23,0.18,0.0,0.06,62.0,8.7,T,Godzilla: Save the Earth_PS2_Fighting_2004,0.47000000000000003
Dance Dance Revolution: Mario Mix,GC,2005,Misc,0.36,0.09,0.0,0.01,69.0,8.4,E,Dance Dance Revolution: Mario Mix_GC_Misc_2005,0.45999999999999996
Metal Gear Solid: The Twin Snakes,GC,2004,Action,0.3,0.08,0.07,0.01,85.0,9.0,M,Metal Gear Solid: The Twin Snakes_GC_Action_2004,0.46
Art Academy: Lessons for Everyone,3DS,2012,Action,0.2,0.04,0.21,0.02,81.0,7.6,E,Art Academy: Lessons for Everyone_3DS_Action_2012,0.47000000000000003
Mat Hoffman's Pro BMX 2,PS2,2002,Sports,0.23,0.18,0.0,0.06,76.0,9.1,T,Mat Hoffman's Pro BMX 2_PS2_Sports_2002,0.47000000000000003
Metal Gear Solid: The Essential Collection,PS2,2007,Adventure,0.23,0.18,0.0,0.06,,8.9,M,Metal Gear Solid: The Essential Collection_PS2_Adventure_2007,0.47000000000000003
One Piece: Pirate Warriors 3,PS4,2015,Action,0.09,0.22,0.1,0.06,74.0,7.4,T,One Piece: Pirate Warriors 3_PS4_Action_2015,0.47000000000000003
Iridion 3D,GBA,2001,Shooter,0.33,0.12,0.0,0.01,53.0,,E,Iridion 3D_GBA_Shooter_2001,0.46
2010 FIFA World Cup South Africa,PSP,2010,Sports,0.09,0.22,0.03,0.12,69.0,7.4,E,2010 FIFA World Cup South Africa_PSP_Sports_2010,0.45999999999999996
Classic NES Series: Pac-Man,GBA,2004,Puzzle,0.25,0.09,0.12,0.01,53.0,,E,Classic NES Series: Pac-Man_GBA_Puzzle_2004,0.47
Two Worlds II,PS3,2011,Role-Playing,0.26,0.1,0.06,0.05,70.0,7.0,M,Two Worlds II_PS3_Role-Playing_2011,0.47
Football Manager 2015,PC,2014,Simulation,0.0,0.44,0.0,0.03,80.0,6.0,,Football Manager 2015_PC_Simulation_2014,0.47
Destroy All Humans!,XB,2005,Shooter,0.34,0.11,0.0,0.02,,,,Destroy All Humans!_XB_Shooter_2005,0.47000000000000003
Petz Sports,Wii,2008,Simulation,0.42,0.01,0.0,0.04,,,,Petz Sports_Wii_Simulation_2008,0.47
Imagine: Figure Skater (US sales),DS,2007,Sports,0.46,0.01,0.0,0.0,,,,Imagine: Figure Skater (US sales)_DS_Sports_2007,0.47000000000000003
SimCity Creator,Wii,2008,Simulation,0.36,0.02,0.04,0.04,67.0,6.8,E,SimCity Creator_Wii_Simulation_2008,0.45999999999999996
Dragon Ball Z: Collectible Card Game,GBA,2002,Misc,0.33,0.12,0.0,0.01,62.0,5.5,E,Dragon Ball Z: Collectible Card Game_GBA_Misc_2002,0.46
Harry Potter and the Order of the Phoenix,Wii,2007,Action,0.38,0.05,0.0,0.04,69.0,7.2,E10+,Harry Potter and the Order of the Phoenix_Wii_Action_2007,0.47
The Sims 3: Ambitions,PC,2010,Simulation,0.0,0.29,0.0,0.17,74.0,7.3,T,The Sims 3: Ambitions_PC_Simulation_2010,0.45999999999999996
Razor Freestyle Scooter,PS,1999,Sports,0.26,0.17,0.0,0.03,65.0,,E,Razor Freestyle Scooter_PS_Sports_1999,0.4600000000000001
Disney's Kim Possible 3: Team Possible,GBA,2005,Platform,0.33,0.12,0.0,0.01,76.0,7.7,E,Disney's Kim Possible 3: Team Possible_GBA_Platform_2005,0.46
Rygar: The Legendary Adventure,PS2,2002,Action,0.2,0.15,0.06,0.05,83.0,8.4,T,Rygar: The Legendary Adventure_PS2_Action_2002,0.45999999999999996
Syphon Filter: Logan's Shadow,PSP,2007,Shooter,0.25,0.12,0.0,0.09,85.0,8.8,T,Syphon Filter: Logan's Shadow_PSP_Shooter_2007,0.45999999999999996
Super Batter Up,SNES,1992,Sports,0.0,0.0,0.46,0.0,,,,Super Batter Up_SNES_Sports_1992,0.46
Kessen II,PS2,2001,Strategy,0.13,0.1,0.2,0.03,71.0,8.3,T,Kessen II_PS2_Strategy_2001,0.4600000000000001
Crayon Shin-Chan: Arashi o Yobu Enji,SNES,1993,Platform,0.0,0.0,0.46,0.0,,,,Crayon Shin-Chan: Arashi o Yobu Enji_SNES_Platform_1993,0.46
Stuart Little 2,GBA,2002,Platform,0.33,0.12,0.0,0.01,59.0,,E,Stuart Little 2_GBA_Platform_2002,0.46
Tak 2: The Staff of Dreams,GBA,2004,Platform,0.33,0.12,0.0,0.01,45.0,,E,Tak 2: The Staff of Dreams_GBA_Platform_2004,0.46
SingStar Amped,PS2,2007,Misc,0.23,0.18,0.0,0.06,76.0,,T,SingStar Amped_PS2_Misc_2007,0.47000000000000003
Brothers In Arms: Earned in Blood,PS2,2005,Shooter,0.38,0.01,0.0,0.06,71.0,7.9,M,Brothers In Arms: Earned in Blood_PS2_Shooter_2005,0.45
The Evil Within,X360,2014,Action,0.25,0.16,0.01,0.04,,7.6,M,The Evil Within_X360_Action_2014,0.46
Dragon Ball Z: Sagas,PS2,2005,Fighting,0.38,0.01,0.0,0.06,49.0,5.4,T,Dragon Ball Z: Sagas_PS2_Fighting_2005,0.45
Scooby-Doo,GBA,2001,Platform,0.33,0.12,0.0,0.01,64.0,,E,Scooby-Doo_GBA_Platform_2001,0.46
MX vs. ATV: Alive,PS3,2011,Racing,0.24,0.15,0.0,0.07,61.0,6.7,E,MX vs. ATV: Alive_PS3_Racing_2011,0.46
Hydro Thunder,PS,1999,Racing,0.26,0.17,0.0,0.03,,,,Hydro Thunder_PS_Racing_1999,0.4600000000000001
NHL FaceOff '97,PS,1996,Sports,0.26,0.17,0.0,0.03,,,,NHL FaceOff '97_PS_Sports_1996,0.4600000000000001
Thief (2014),XOne,2014,Action,0.26,0.15,0.0,0.04,,,,Thief (2014)_XOne_Action_2014,0.45
The Walking Dead: Season One,PS4,2014,Adventure,0.12,0.25,0.02,0.07,,,,The Walking Dead: Season One_PS4_Adventure_2014,0.46
NBA Live 07,X360,2006,Sports,0.42,0.0,0.0,0.04,59.0,4.9,E,NBA Live 07_X360_Sports_2006,0.45999999999999996
Brothers In Arms: Road to Hill 30,PS2,2005,Shooter,0.38,0.01,0.0,0.06,82.0,7.6,M,Brothers In Arms: Road to Hill 30_PS2_Shooter_2005,0.45
The Legend of Spyro: Dawn of the Dragon,DS,2008,Platform,0.26,0.15,0.0,0.05,57.0,6.8,E,The Legend of Spyro: Dawn of the Dragon_DS_Platform_2008,0.46
Gremlins,2600,1983,Action,0.43,0.03,0.0,0.0,,,,Gremlins_2600_Action_1983,0.45999999999999996
The Mark of Kri,PS2,2002,Action,0.22,0.18,0.0,0.06,80.0,7.9,M,The Mark of Kri_PS2_Action_2002,0.46
Need for Speed: Hot Pursuit,Wii,2010,Racing,0.17,0.23,0.0,0.05,50.0,3.7,E10+,Need for Speed: Hot Pursuit_Wii_Racing_2010,0.45
Jampack Winter 2003 (RP-M),PS2,2003,Misc,0.22,0.18,0.0,0.06,,,,Jampack Winter 2003 (RP-M)_PS2_Misc_2003,0.46
Rugrats: Castle Capers,GBA,2001,Action,0.33,0.12,0.0,0.01,,,,Rugrats: Castle Capers_GBA_Action_2001,0.46
Crash Nitro Kart,GBA,2003,Racing,0.33,0.12,0.0,0.01,77.0,8.3,E,Crash Nitro Kart_GBA_Racing_2003,0.46
Crayola: Treasure Adventures,DS,2007,Puzzle,0.42,0.01,0.0,0.03,65.0,,E,Crayola: Treasure Adventures_DS_Puzzle_2007,0.45999999999999996
LEGO The Hobbit,PS3,2014,Action,0.12,0.27,0.0,0.07,,7.0,E10+,LEGO The Hobbit_PS3_Action_2014,0.46
Silent Hill: Downpour,PS3,2012,Action,0.21,0.15,0.04,0.06,64.0,6.9,M,Silent Hill: Downpour_PS3_Action_2012,0.45999999999999996
Mega Man Star Force 3: Black Ace / Red Joker,DS,2008,Action,0.22,0.0,0.22,0.02,,,,Mega Man Star Force 3: Black Ace / Red Joker_DS_Action_2008,0.46
WWE SmackDown vs. Raw 2011,Wii,2010,Fighting,0.29,0.13,0.0,0.04,72.0,,T,WWE SmackDown vs. Raw 2011_Wii_Fighting_2010,0.45999999999999996
Jak and Daxter: The Lost Frontier,PS2,2009,Platform,0.22,0.17,0.0,0.06,72.0,4.6,E10+,Jak and Daxter: The Lost Frontier_PS2_Platform_2009,0.45
Momotarou Dentetsu 11,PS2,2002,Misc,0.0,0.0,0.46,0.0,,,,Momotarou Dentetsu 11_PS2_Misc_2002,0.46
Disney Infinity 3.0,WiiU,2015,Action,0.21,0.21,0.0,0.04,,,,Disney Infinity 3.0_WiiU_Action_2015,0.45999999999999996
The Sims 3: Outdoor Living Stuff,PC,2011,Simulation,0.0,0.38,0.0,0.08,,5.6,T,The Sims 3: Outdoor Living Stuff_PC_Simulation_2011,0.46
Star Wars: Demolition,PS,2000,Racing,0.25,0.17,0.0,0.03,63.0,6.5,T,Star Wars: Demolition_PS_Racing_2000,0.45000000000000007
Bloody Roar II,PS,1999,Fighting,0.25,0.17,0.0,0.03,,,,Bloody Roar II_PS_Fighting_1999,0.45000000000000007
Delta Force: Black Hawk Down,PS2,2005,Shooter,0.22,0.17,0.0,0.06,58.0,8.8,T,Delta Force: Black Hawk Down_PS2_Shooter_2005,0.45
The Princess and the Frog,Wii,2009,Platform,0.29,0.13,0.0,0.04,,,E,The Princess and the Frog_Wii_Platform_2009,0.45999999999999996
Space Invaders,SNES,1994,Shooter,0.0,0.0,0.46,0.0,,,,Space Invaders_SNES_Shooter_1994,0.46
.hack//Outbreak Part 3,PS2,2002,Role-Playing,0.14,0.11,0.17,0.04,70.0,8.7,T,.hack//Outbreak Part 3_PS2_Role-Playing_2002,0.46
Mother 1+2,GBA,2003,Role-Playing,0.0,0.0,0.45,0.01,,,,Mother 1+2_GBA_Role-Playing_2003,0.46
MX vs. ATV Untamed,PS3,2007,Racing,0.35,0.06,0.0,0.05,67.0,6.1,E,MX vs. ATV Untamed_PS3_Racing_2007,0.45999999999999996
Boom Blox Bash Party,Wii,2009,Puzzle,0.33,0.09,0.0,0.04,86.0,8.4,E,Boom Blox Bash Party_Wii_Puzzle_2009,0.46
Top Spin,XB,2003,Sports,0.36,0.08,0.0,0.02,89.0,8.2,E,Top Spin_XB_Sports_2003,0.46
Brothers In Arms: D-Day,PSP,2006,Shooter,0.23,0.14,0.0,0.09,65.0,9.1,M,Brothers In Arms: D-Day_PSP_Shooter_2006,0.45999999999999996
Warhawk,PS,1995,Simulation,0.25,0.17,0.0,0.03,,,,Warhawk_PS_Simulation_1995,0.45000000000000007
The Golden Compass,X360,2007,Action,0.3,0.12,0.0,0.04,41.0,4.1,E10+,The Golden Compass_X360_Action_2007,0.45999999999999996
Tomb Raider: Legend,PSP,2006,Action,0.09,0.24,0.0,0.12,67.0,7.9,T,Tomb Raider: Legend_PSP_Action_2006,0.44999999999999996
Just Dance 2014,XOne,2013,Misc,0.3,0.11,0.0,0.04,71.0,7.0,E10+,Just Dance 2014_XOne_Misc_2013,0.44999999999999996
Tales of Vesperia,PS3,2009,Role-Playing,0.0,0.0,0.45,0.0,,,,Tales of Vesperia_PS3_Role-Playing_2009,0.45
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,2005,Platform,0.33,0.12,0.0,0.01,,,,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild_GBA_Platform_2005,0.46
Dora The Explorer: Dora Saves the Snow Princess,DS,2008,Platform,0.26,0.15,0.0,0.03,,,,Dora The Explorer: Dora Saves the Snow Princess_DS_Platform_2008,0.44000000000000006
Missile Command,PS,1999,Shooter,0.25,0.17,0.0,0.03,,,,Missile Command_PS_Shooter_1999,0.45000000000000007
FIFA 15,3DS,2014,Sports,0.09,0.34,0.0,0.03,,2.4,E,FIFA 15_3DS_Sports_2014,0.4600000000000001
Jikkyou Powerful Pro Yakyuu 3,SNES,1996,Sports,0.0,0.0,0.45,0.0,,,,Jikkyou Powerful Pro Yakyuu 3_SNES_Sports_1996,0.45
Jikkyou Powerful Pro Yakyuu 12,PS2,2005,Sports,0.0,0.0,0.45,0.0,,,,Jikkyou Powerful Pro Yakyuu 12_PS2_Sports_2005,0.45
Enter the Matrix,GC,2003,Action,0.34,0.09,0.02,0.01,63.0,8.0,T,Enter the Matrix_GC_Action_2003,0.4600000000000001
LEGO The Hobbit,X360,2014,Action,0.2,0.21,0.0,0.04,70.0,8.7,E10+,LEGO The Hobbit_X360_Action_2014,0.45
NASCAR 2005: Chase for the Cup,XB,2004,Racing,0.34,0.1,0.0,0.02,86.0,,E,NASCAR 2005: Chase for the Cup_XB_Racing_2004,0.4600000000000001
J-League Excite Stage '95,SNES,1995,Sports,0.0,0.0,0.45,0.0,,,,J-League Excite Stage '95_SNES_Sports_1995,0.45
Vin Diesel: Wheelman,X360,2009,Racing,0.24,0.17,0.0,0.05,,,,Vin Diesel: Wheelman_X360_Racing_2009,0.46
NHL 15,X360,2014,Sports,0.35,0.05,0.0,0.05,,2.8,E10+,NHL 15_X360_Sports_2014,0.44999999999999996
Phantasy Star Online Episode I & II,GC,2002,Role-Playing,0.23,0.06,0.16,0.01,,,,Phantasy Star Online Episode I & II_GC_Role-Playing_2002,0.4600000000000001
PlayStation All-Stars Battle Royale,PSV,2012,Action,0.21,0.14,0.01,0.09,75.0,7.5,T,PlayStation All-Stars Battle Royale_PSV_Action_2012,0.44999999999999996
The Powerpuff Girls: Relish Rampage,PS2,2002,Action,0.22,0.17,0.0,0.06,46.0,6.8,E,The Powerpuff Girls: Relish Rampage_PS2_Action_2002,0.45
Bleach: The Blade of Fate,DS,2006,Fighting,0.29,0.01,0.12,0.03,83.0,7.5,T,Bleach: The Blade of Fate_DS_Fighting_2006,0.44999999999999996
American Girl: Kit Mystery Challenge!,DS,2008,Adventure,0.42,0.0,0.0,0.03,,,E,American Girl: Kit Mystery Challenge!_DS_Adventure_2008,0.44999999999999996
Country Dance 2,Wii,2011,Misc,0.43,0.0,0.0,0.03,,,E10+,Country Dance 2_Wii_Misc_2011,0.45999999999999996
NFL Head Coach,PS2,2006,Sports,0.38,0.01,0.0,0.06,66.0,6.9,E,NFL Head Coach_PS2_Sports_2006,0.45
Ghostbusters,2600,1985,Puzzle,0.42,0.03,0.0,0.0,,,,Ghostbusters_2600_Puzzle_1985,0.44999999999999996
Nickelodeon Team Umizoomi,DS,2011,Action,0.42,0.0,0.0,0.03,,,EC,Nickelodeon Team Umizoomi_DS_Action_2011,0.44999999999999996
NCAA Gamebreaker 99,PS,1998,Sports,0.25,0.17,0.0,0.03,,,,NCAA Gamebreaker 99_PS_Sports_1998,0.45000000000000007
Tomb Raider: Underworld,Wii,2008,Action,0.13,0.27,0.0,0.05,70.0,7.2,T,Tomb Raider: Underworld_Wii_Action_2008,0.45
Area 51,PS2,2005,Shooter,0.22,0.17,0.0,0.06,75.0,8.4,M,Area 51_PS2_Shooter_2005,0.45
World Stadium 2,PS,1998,Sports,0.0,0.0,0.42,0.03,,,,World Stadium 2_PS_Sports_1998,0.44999999999999996
NHL 2005,PS2,2004,Sports,0.22,0.17,0.0,0.06,75.0,8.3,E,NHL 2005_PS2_Sports_2004,0.45
The New York Times Crosswords,DS,2007,Puzzle,0.42,0.0,0.0,0.03,79.0,6.7,T,The New York Times Crosswords_DS_Puzzle_2007,0.44999999999999996
Karaoke Revolution Presents American Idol Encore,Wii,2008,Misc,0.42,0.0,0.0,0.03,,7.8,E,Karaoke Revolution Presents American Idol Encore_Wii_Misc_2008,0.44999999999999996
Barbie as The Island Princess,Wii,2007,Adventure,0.42,0.0,0.0,0.03,,,E,Barbie as The Island Princess_Wii_Adventure_2007,0.44999999999999996
Lego Batman 3: Beyond Gotham,3DS,2014,Action,0.21,0.2,0.0,0.04,,6.4,E10+,Lego Batman 3: Beyond Gotham_3DS_Action_2014,0.45
iCarly,Wii,2009,Adventure,0.42,0.0,0.0,0.03,,,E,iCarly_Wii_Adventure_2009,0.44999999999999996
Star Wars Jedi Knight: Jedi Academy,XB,2003,Shooter,0.34,0.1,0.0,0.02,76.0,8.7,T,Star Wars Jedi Knight: Jedi Academy_XB_Shooter_2003,0.4600000000000001
Phoenix,2600,1981,Simulation,0.42,0.02,0.0,0.0,,,,Phoenix_2600_Simulation_1981,0.44
Dynasty Warriors: Strikeforce,PSP,2009,Action,0.03,0.02,0.38,0.02,65.0,6.8,T,Dynasty Warriors: Strikeforce_PSP_Action_2009,0.45
Brain Challenge,DS,2008,Misc,0.41,0.0,0.0,0.03,68.0,7.0,E,Brain Challenge_DS_Misc_2008,0.43999999999999995
Command & Conquer: Red Alert 3,X360,2008,Strategy,0.18,0.23,0.0,0.05,,,,Command & Conquer: Red Alert 3_X360_Strategy_2008,0.46
Enemy Territory: Quake Wars,X360,2008,Shooter,0.3,0.11,0.0,0.04,69.0,7.3,T,Enemy Territory: Quake Wars_X360_Shooter_2008,0.44999999999999996
Major League Baseball 2K11,X360,2011,Sports,0.4,0.03,0.0,0.03,69.0,6.8,E,Major League Baseball 2K11_X360_Sports_2011,0.4600000000000001
Harvest Moon DS (US sales),DS,2005,Simulation,0.4,0.05,0.0,0.0,,,,Harvest Moon DS (US sales)_DS_Simulation_2005,0.45
Apocalypse,PS,1998,Action,0.25,0.17,0.0,0.03,,,,Apocalypse_PS_Action_1998,0.45000000000000007
ATV Offroad Fury Pro,PSP,2006,Racing,0.37,0.03,0.0,0.04,76.0,,E,ATV Offroad Fury Pro_PSP_Racing_2006,0.44
Burnout Dominator,PSP,2007,Racing,0.02,0.38,0.01,0.05,76.0,8.2,E10+,Burnout Dominator_PSP_Racing_2007,0.46
Yu-Gi-Oh! Destiny Board Traveler,GBA,2004,Misc,0.32,0.12,0.0,0.01,,,,Yu-Gi-Oh! Destiny Board Traveler_GBA_Misc_2004,0.45
God Eater 2,PSV,2013,Role-Playing,0.0,0.0,0.45,0.0,,,,God Eater 2_PSV_Role-Playing_2013,0.45
Scooby-Doo! and the Spooky Swamp,Wii,2010,Action,0.29,0.13,0.0,0.04,,,,Scooby-Doo! and the Spooky Swamp_Wii_Action_2010,0.45999999999999996
Crash of the Titans,Wii,2007,Action,0.39,0.02,0.0,0.03,69.0,5.8,E10+,Crash of the Titans_Wii_Action_2007,0.44000000000000006
World Soccer Winning Eleven 5 Final Evolution,PS2,2001,Sports,0.0,0.0,0.45,0.0,,,,World Soccer Winning Eleven 5 Final Evolution_PS2_Sports_2001,0.45
Red Faction: Armageddon,PS3,2011,Shooter,0.2,0.15,0.03,0.07,71.0,7.3,M,Red Faction: Armageddon_PS3_Shooter_2011,0.45
Sphinx and the Cursed Mummy,PS2,2003,Action,0.22,0.17,0.0,0.06,,,,Sphinx and the Cursed Mummy_PS2_Action_2003,0.45
Fatal Fury 2,SNES,1993,Fighting,0.0,0.0,0.45,0.0,,,,Fatal Fury 2_SNES_Fighting_1993,0.45
Rampage World Tour,N64,1998,Action,0.36,0.08,0.0,0.01,,,,Rampage World Tour_N64_Action_1998,0.45
Pokemon Puzzle League,N64,2000,Puzzle,0.36,0.08,0.0,0.01,,,,Pokemon Puzzle League_N64_Puzzle_2000,0.45
PES 2009: Pro Evolution Soccer,Wii,2009,Sports,0.09,0.26,0.05,0.05,,,,PES 2009: Pro Evolution Soccer_Wii_Sports_2009,0.44999999999999996
Despicable Me: The Game - Minion Mayhem,DS,2010,Puzzle,0.37,0.05,0.0,0.03,,,,Despicable Me: The Game - Minion Mayhem_DS_Puzzle_2010,0.44999999999999996
Lego Batman 3: Beyond Gotham,WiiU,2014,Action,0.21,0.21,0.0,0.04,,7.0,E10+,Lego Batman 3: Beyond Gotham_WiiU_Action_2014,0.45999999999999996
Tekken Advance,GBA,2001,Fighting,0.32,0.12,0.0,0.01,82.0,8.2,T,Tekken Advance_GBA_Fighting_2001,0.45
Shin Megami Tensei: Persona 3,PS2,2006,Role-Playing,0.22,0.03,0.0,0.2,86.0,8.4,M,Shin Megami Tensei: Persona 3_PS2_Role-Playing_2006,0.45
Persona,PS,1995,Role-Playing,0.0,0.0,0.42,0.03,,,,Persona_PS_Role-Playing_1995,0.44999999999999996
Hot Wheels: Stunt Track Challenge,GBA,2004,Racing,0.32,0.12,0.0,0.01,,,E,Hot Wheels: Stunt Track Challenge_GBA_Racing_2004,0.45
My Fashion Studio,DS,2007,Misc,0.41,0.0,0.0,0.03,,6.8,E,My Fashion Studio_DS_Misc_2007,0.43999999999999995
Mobile Suit Gundam,PS,1995,Action,0.0,0.0,0.42,0.03,,,,Mobile Suit Gundam_PS_Action_1995,0.44999999999999996
TNA iMPACT!,X360,2008,Fighting,0.26,0.15,0.0,0.04,,,,TNA iMPACT!_X360_Fighting_2008,0.45
Pirates of the Caribbean: At World's End,Wii,2007,Action,0.39,0.02,0.01,0.04,53.0,7.2,T,Pirates of the Caribbean: At World's End_Wii_Action_2007,0.46
Bee Movie Game,DS,2007,Action,0.41,0.0,0.0,0.03,58.0,,E,Bee Movie Game_DS_Action_2007,0.43999999999999995
Sega Rally Revo,X360,2007,Racing,0.12,0.28,0.0,0.05,77.0,7.2,E,Sega Rally Revo_X360_Racing_2007,0.45
SingStar Take That,PS2,2009,Misc,0.0,0.06,0.0,0.39,,,,SingStar Take That_PS2_Misc_2009,0.45
Final Fantasy Collection,PS,1999,Role-Playing,0.0,0.0,0.42,0.03,,,,Final Fantasy Collection_PS_Role-Playing_1999,0.44999999999999996
Disney Sing It! High School Musical 3: Senior Year,PS2,2008,Misc,0.09,0.02,0.0,0.34,,,,Disney Sing It! High School Musical 3: Senior Year_PS2_Misc_2008,0.45
Samurai Warriors: Xtreme Legends,PS2,2004,Action,0.04,0.03,0.36,0.01,72.0,8.6,T,Samurai Warriors: Xtreme Legends_PS2_Action_2004,0.44
LEGO Rock Band,DS,2009,Misc,0.32,0.09,0.0,0.04,80.0,7.5,E,LEGO Rock Band_DS_Misc_2009,0.45
NHL FaceOff,PS,1994,Sports,0.25,0.17,0.0,0.03,,,,NHL FaceOff_PS_Sports_1994,0.45000000000000007
WWE WrestleMania 21,XB,2005,Fighting,0.34,0.1,0.0,0.02,56.0,6.9,T,WWE WrestleMania 21_XB_Fighting_2005,0.4600000000000001
NBA Live 2005,GC,2004,Sports,0.35,0.09,0.0,0.01,83.0,6.7,E,NBA Live 2005_GC_Sports_2004,0.44999999999999996
F.E.A.R. 3,PS3,2011,Shooter,0.21,0.16,0.01,0.07,74.0,7.1,M,F.E.A.R. 3_PS3_Shooter_2011,0.45
Defender II,2600,1987,Shooter,0.42,0.02,0.0,0.0,,,,Defender II_2600_Shooter_1987,0.44
WWE Day of Reckoning,GC,2004,Fighting,0.35,0.09,0.0,0.01,79.0,9.1,T,WWE Day of Reckoning_GC_Fighting_2004,0.44999999999999996
NBA Live 10,X360,2009,Sports,0.4,0.02,0.0,0.03,80.0,7.7,E,NBA Live 10_X360_Sports_2009,0.45000000000000007
ATV Quad Power Racing 2,XB,2003,Racing,0.36,0.07,0.0,0.01,68.0,,E,ATV Quad Power Racing 2_XB_Racing_2003,0.44
Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,0.21,0.2,0.0,0.04,38.0,5.0,T,Harry Potter and the Deathly Hallows - Part 1_X360_Action_2010,0.45
Walt Disney World Quest: Magical Racing Tour,PS,2000,Racing,0.25,0.17,0.0,0.03,,,,Walt Disney World Quest: Magical Racing Tour_PS_Racing_2000,0.45000000000000007
Pro Evolution Soccer 2017,PS4,2016,Sports,0.02,0.27,0.11,0.05,85.0,7.6,E,Pro Evolution Soccer 2017_PS4_Sports_2016,0.45
Sled Storm,PS2,2002,Racing,0.22,0.17,0.0,0.06,73.0,7.7,T,Sled Storm_PS2_Racing_2002,0.45
Vandal Hearts,PS,1996,Role-Playing,0.14,0.09,0.19,0.03,,,,Vandal Hearts_PS_Role-Playing_1996,0.45000000000000007
Dead or Alive: Dimensions,3DS,2011,Fighting,0.13,0.21,0.07,0.03,79.0,8.2,T,Dead or Alive: Dimensions_3DS_Fighting_2011,0.43999999999999995
Disney Infinity 3.0,PS3,2015,Action,0.16,0.21,0.0,0.07,,,,Disney Infinity 3.0_PS3_Action_2015,0.44
We Sing Encore,Wii,2010,Misc,0.0,0.39,0.0,0.06,,,,We Sing Encore_Wii_Misc_2010,0.45
Wolfenstein: The New Order,PC,2014,Shooter,0.13,0.29,0.0,0.03,81.0,8.2,M,Wolfenstein: The New Order_PC_Shooter_2014,0.44999999999999996
Deadpool,PS3,2013,Action,0.23,0.14,0.0,0.08,61.0,7.2,M,Deadpool_PS3_Action_2013,0.45
Jawbreaker,2600,1981,Action,0.42,0.03,0.0,0.0,,,,Jawbreaker_2600_Action_1981,0.44999999999999996
Scooby-Doo! Mystery Mayhem,PS2,2004,Action,0.22,0.17,0.0,0.06,,,,Scooby-Doo! Mystery Mayhem_PS2_Action_2004,0.45
Watch Dogs,PC,2014,Action,0.15,0.26,0.0,0.03,77.0,4.7,M,Watch Dogs_PC_Action_2014,0.44000000000000006
Mario Golf: Advance Tour,GBA,2004,Sports,0.32,0.12,0.0,0.01,84.0,8.6,E,Mario Golf: Advance Tour_GBA_Sports_2004,0.45
Celebrity Sports Showdown,Wii,2008,Sports,0.18,0.22,0.0,0.05,50.0,4.6,E,Celebrity Sports Showdown_Wii_Sports_2008,0.45
F.E.A.R. 3,X360,2011,Shooter,0.3,0.11,0.01,0.04,75.0,7.0,M,F.E.A.R. 3_X360_Shooter_2011,0.45999999999999996
Disney Guilty Party,Wii,2010,Misc,0.42,0.0,0.0,0.03,78.0,8.0,E,Disney Guilty Party_Wii_Misc_2010,0.44999999999999996
Yu-Gi-Oh! Capsule Monster Coliseum,PS2,2004,Misc,0.22,0.17,0.0,0.06,,,,Yu-Gi-Oh! Capsule Monster Coliseum_PS2_Misc_2004,0.45
"Warhammer 40,000: Space Marine",PS3,2011,Shooter,0.13,0.23,0.0,0.08,70.0,7.4,M,"Warhammer 40,000: Space Marine_PS3_Shooter_2011",0.44
Discovery Kids: Kitten Corner,DS,2009,Simulation,0.42,0.0,0.0,0.03,,,E,Discovery Kids: Kitten Corner_DS_Simulation_2009,0.44999999999999996
Rock Band Country Track Pack,Wii,2009,Misc,0.41,0.0,0.0,0.03,,,E10+,Rock Band Country Track Pack_Wii_Misc_2009,0.43999999999999995
